id,Main_mood,happy,sad,romantic,calm
6719,romantic,4,2,5,2
6720,happy,2,0,1,0
6721,romantic,2,4,6,3
6722,romantic,3,3,4,1
6723,happy,4,3,2,0
6724,happy,6,4,4,1
6725,sad,romantic,1,5,5,1
6726,romantic,1,1,10,0
6727,sad,7,32,14,12
6728,sad,romantic,0,2,2,1
6729,romantic,1,6,8,3
6730,romantic,0,3,7,0
6731,sad,8,11,4,3
6732,romantic,3,4,5,2
6733,sad,5,8,4,0
6734,happy,calm,4,0,2,4
6735,romantic,2,2,4,2
6736,happy,romantic,4,1,4,2
6737,happy,sad,romantic,2,2,2,1
6738,happy,romantic,calm,2,1,2,2
6739,happy,38,35,12,5
6740,happy,4,3,0,0
6741,calm,0,0,0,3
6742,happy,2,0,0,0
6743,happy,sad,romantic,calm,0,0,0,0
6744,romantic,0,0,3,0
6745,happy,3,0,0,0
6746,romantic,2,3,4,0
6747,romantic,5,0,7,0
6748,romantic,1,0,2,0
6749,happy,romantic,4,2,4,1
6750,romantic,3,5,12,2
6751,romantic,9,12,23,7
6752,romantic,3,12,21,7
6753,sad,romantic,1,5,5,4
6754,sad,5,11,6,3
6755,happy,sad,romantic,2,2,2,0
6756,sad,romantic,6,9,9,4
6757,romantic,1,7,9,4
6758,sad,romantic,2,9,9,2
6759,romantic,calm,0,0,1,1
6760,sad,1,14,13,8
6761,sad,romantic,4,5,5,3
6762,romantic,7,2,9,2
6763,romantic,2,2,4,2
6764,romantic,6,3,7,1
6765,romantic,2,1,10,0
6766,sad,romantic,calm,0,1,1,1
6767,romantic,0,0,3,0
6768,sad,6,8,6,0
6769,sad,3,4,3,1
6770,romantic,2,7,19,7
6771,romantic,3,8,21,2
6772,romantic,2,4,8,4
6773,sad,2,4,2,1
6774,sad,romantic,3,4,4,1
6775,romantic,1,0,4,0
6776,romantic,7,4,17,3
6777,sad,33,59,29,19
6778,romantic,14,26,33,2
6779,romantic,30,29,32,11
6780,sad,42,78,37,16
6781,sad,romantic,16,17,17,5
6782,sad,29,46,43,32
6783,sad,45,63,52,12
6784,sad,17,36,25,9
6785,sad,21,29,25,3
6786,sad,76,105,98,63
6787,sad,12,45,43,12
6788,sad,15,28,26,15
6789,romantic,14,37,63,24
6790,sad,3,9,5,0
6791,romantic,21,36,51,6
6792,sad,romantic,1,2,2,0
6793,romantic,2,0,3,0
6794,romantic,2,12,14,11
6795,sad,0,3,1,1
6796,romantic,0,2,4,0
6797,romantic,0,4,10,4
6798,romantic,0,4,8,7
6799,happy,4,1,0,0
6800,sad,romantic,calm,1,3,3,3
6801,romantic,1,1,8,1
6802,romantic,0,1,2,1
6803,happy,sad,romantic,5,5,5,1
6804,romantic,0,3,7,2
6805,happy,9,2,3,2
6806,romantic,1,2,4,0
6807,romantic,0,7,9,7
6808,happy,34,22,33,7
6809,romantic,9,22,47,7
6810,romantic,18,2,32,12
6811,romantic,15,5,16,9
6812,romantic,18,10,20,7
6813,romantic,21,17,24,5
6814,romantic,6,8,11,1
6815,happy,23,16,22,8
6816,romantic,22,20,29,6
6817,romantic,49,44,55,8
6818,happy,romantic,8,5,8,7
6819,romantic,15,10,19,8
6820,romantic,31,28,41,5
6821,romantic,38,29,52,10
6822,romantic,25,23,29,2
6823,romantic,47,34,58,10
6824,romantic,18,18,20,1
6825,romantic,24,17,29,5
6826,romantic,30,38,66,28
6827,romantic,13,14,17,1
6828,romantic,20,17,22,2
6829,romantic,10,4,15,8
6830,romantic,33,24,34,7
6831,romantic,22,1,32,17
6832,romantic,18,14,27,4
6833,romantic,37,34,40,8
6834,romantic,29,12,32,4
6835,happy,24,13,23,11
6836,romantic,6,0,49,6
6837,romantic,14,12,16,2
6838,romantic,35,26,42,11
6839,romantic,31,27,37,9
6840,happy,romantic,7,4,7,4
6841,romantic,18,11,34,10
6842,romantic,7,6,8,2
6843,romantic,7,7,8,5
6844,romantic,22,18,24,9
6845,romantic,15,22,24,8
6846,sad,romantic,5,8,8,1
6847,romantic,20,18,25,3
6848,romantic,17,13,32,17
6849,romantic,15,15,20,2
6850,happy,36,4,33,35
6851,romantic,13,3,19,12
6852,romantic,10,6,14,4
6853,happy,50,40,49,10
6854,happy,7,3,5,1
6855,romantic,3,0,7,0
6856,sad,romantic,calm,0,2,2,2
6857,romantic,0,4,6,4
6858,romantic,0,0,1,0
6859,sad,romantic,calm,0,2,2,2
6860,happy,sad,romantic,calm,0,0,0,0
6861,romantic,0,1,5,0
6862,romantic,2,1,3,1
6863,romantic,4,6,7,3
6864,romantic,1,1,6,0
6865,romantic,4,1,11,1
6866,sad,romantic,1,2,2,0
6867,romantic,0,0,1,0
6868,romantic,3,5,10,3
6869,romantic,4,0,6,0
6870,sad,4,6,3,2
6871,romantic,8,3,9,1
6872,romantic,0,0,10,0
6873,romantic,0,6,8,6
6874,happy,4,2,2,1
6875,romantic,4,3,7,4
6876,romantic,4,4,5,2
6877,happy,1,0,0,0
6878,romantic,9,3,16,0
6879,happy,43,40,1,41
6880,sad,1,2,1,0
6881,sad,2,4,2,0
6882,romantic,2,4,5,0
6883,romantic,0,1,3,0
6884,romantic,2,0,6,0
6885,romantic,1,0,2,0
6886,happy,10,1,9,0
6887,happy,6,3,5,2
6888,happy,4,0,3,0
6889,romantic,1,1,4,1
6890,romantic,3,3,7,0
6891,romantic,0,0,8,0
6892,happy,romantic,1,0,1,0
6893,sad,4,6,4,0
6894,happy,sad,romantic,calm,0,0,0,0
6895,romantic,0,0,2,0
6896,romantic,2,0,5,0
6897,romantic,2,4,8,2
6898,sad,romantic,1,4,4,1
6899,romantic,0,0,5,0
6900,romantic,1,2,7,0
6901,romantic,2,0,4,0
6902,romantic,0,0,4,1
6903,happy,romantic,5,0,5,0
6904,romantic,4,1,6,0
6905,happy,romantic,2,1,2,0
6906,romantic,0,0,4,0
6907,sad,1,2,1,0
6908,romantic,2,1,6,0
6909,happy,sad,romantic,2,2,2,1
6910,romantic,1,4,7,0
6911,calm,56,63,28,84
6912,calm,30,20,26,50
6913,sad,27,45,42,22
6914,romantic,3,9,11,8
6915,sad,53,56,29,50
6916,sad,40,97,62,39
6917,calm,54,50,30,59
6918,sad,36,49,32,36
6919,sad,32,64,51,18
6920,calm,45,45,29,49
6921,sad,30,35,15,31
6922,romantic,1,5,6,3
6923,romantic,4,4,6,3
6924,romantic,2,5,8,4
6925,romantic,9,9,12,7
6926,romantic,0,0,2,0
6927,happy,sad,romantic,calm,0,0,0,0
6928,happy,sad,romantic,calm,0,0,0,0
6929,romantic,4,3,5,2
6930,romantic,3,8,11,6
6931,romantic,1,0,7,1
6932,romantic,1,3,7,3
6933,romantic,2,1,10,1
6934,romantic,1,0,3,1
6935,romantic,5,8,14,4
6936,happy,7,4,2,2
6937,sad,0,8,2,0
6938,sad,5,6,3,0
6939,romantic,2,4,5,3
6940,romantic,0,0,2,0
6941,romantic,5,0,7,0
6942,romantic,5,0,6,0
6943,happy,sad,romantic,calm,0,0,0,0
6944,happy,romantic,9,8,9,2
6945,romantic,2,0,8,0
6946,romantic,1,3,4,3
6947,romantic,0,0,3,0
6948,happy,romantic,calm,1,0,1,1
6949,romantic,9,19,32,17
6950,romantic,2,5,15,6
6951,happy,sad,romantic,1,1,1,0
6952,sad,2,6,4,4
6953,sad,1,2,1,0
6954,romantic,4,1,9,1
6955,sad,4,5,3,1
6956,happy,romantic,2,0,2,0
6957,romantic,0,0,6,0
6958,sad,0,13,7,4
6959,romantic,3,4,6,0
6960,romantic,0,4,6,4
6961,romantic,2,3,5,3
6962,happy,32,8,9,0
6963,sad,4,28,26,14
6964,calm,26,30,14,32
6965,romantic,3,4,5,3
6966,romantic,1,0,5,0
6967,romantic,1,1,3,1
6968,romantic,1,3,7,3
6969,romantic,0,2,4,2
6970,romantic,1,1,3,0
6971,romantic,1,1,4,1
6972,happy,sad,4,4,0,0
6973,romantic,1,0,6,1
6974,romantic,3,3,4,2
6975,romantic,5,4,8,2
6976,romantic,9,4,13,0
6977,happy,4,2,1,2
6978,happy,romantic,8,3,8,4
6979,romantic,1,0,8,0
6980,sad,calm,97,108,12,108
6981,romantic,3,1,10,0
6982,romantic,1,0,2,0
6983,romantic,4,10,24,10
6984,sad,romantic,1,2,2,0
6985,romantic,4,2,7,2
6986,romantic,1,0,13,0
6987,romantic,3,9,12,9
6988,romantic,1,6,10,4
6989,romantic,1,8,13,4
6990,sad,4,5,4,1
6991,sad,1,3,0,0
6992,sad,1,26,22,5
6993,romantic,2,9,12,3
6994,romantic,1,1,7,0
6995,happy,sad,romantic,calm,2,2,2,2
6996,romantic,1,2,4,1
6997,sad,1,2,1,1
6998,romantic,1,1,10,0
6999,happy,2,0,1,0
7000,romantic,2,2,12,1
7001,romantic,0,2,3,0
7002,romantic,3,0,14,1
7003,happy,sad,romantic,calm,0,0,0,0
7004,romantic,0,1,4,0
7005,romantic,10,0,14,0
7006,sad,0,4,3,2
7007,romantic,4,4,13,2
7008,romantic,1,2,7,1
7009,romantic,2,2,5,1
7010,romantic,2,0,4,0
7011,romantic,6,2,7,1
7012,romantic,0,3,5,2
7013,romantic,0,0,2,0
7014,romantic,0,1,2,0
7015,sad,romantic,2,7,7,6
7016,romantic,7,4,10,1
7017,calm,1,1,0,2
7018,happy,sad,romantic,calm,0,0,0,0
7019,sad,0,1,0,0
7020,happy,romantic,6,1,6,0
7021,romantic,2,0,6,0
7022,happy,sad,romantic,calm,0,0,0,0
7023,sad,0,2,0,1
7024,romantic,3,11,15,6
7025,romantic,3,2,9,2
7026,romantic,4,12,13,4
7027,romantic,2,5,6,1
7028,romantic,1,19,20,18
7029,sad,5,20,15,12
7030,sad,3,18,14,11
7031,romantic,13,15,18,4
7032,sad,7,16,12,4
7033,sad,7,17,6,1
7034,sad,4,29,24,21
7035,sad,1,7,6,3
7036,romantic,2,4,5,2
7037,sad,4,7,4,3
7038,happy,9,5,5,3
7039,romantic,6,7,11,1
7040,happy,6,3,4,1
7041,romantic,3,1,4,0
7042,romantic,1,1,4,0
7043,romantic,9,3,10,2
7044,happy,sad,3,3,2,1
7045,sad,3,7,5,1
7046,sad,6,13,8,6
7047,sad,0,23,17,17
7048,sad,9,10,6,3
7049,romantic,1,2,3,1
7050,romantic,4,5,8,0
7051,romantic,3,1,4,0
7052,sad,2,18,15,12
7053,romantic,3,7,8,0
7054,sad,8,11,5,3
7055,sad,romantic,0,2,2,1
7056,romantic,4,11,13,1
7057,sad,4,21,14,3
7058,sad,3,27,18,10
7059,sad,romantic,3,6,6,2
7060,happy,16,3,6,0
7061,sad,1,9,3,2
7062,sad,3,22,6,6
7063,sad,4,7,3,1
7064,romantic,3,6,13,7
7065,happy,11,6,6,1
7066,sad,1,5,3,0
7067,happy,6,2,4,1
7068,romantic,0,2,12,2
7069,romantic,6,9,11,1
7070,sad,6,7,6,2
7071,sad,3,9,2,0
7072,sad,romantic,3,5,5,1
7073,sad,romantic,2,3,3,0
7074,sad,3,9,7,5
7075,romantic,1,8,14,2
7076,sad,romantic,1,2,2,0
7077,sad,5,11,7,2
7078,calm,6,9,6,12
7079,happy,sad,2,2,1,0
7080,sad,3,10,8,0
7081,romantic,2,1,5,1
7082,sad,0,2,1,1
7083,sad,romantic,1,6,6,2
7084,sad,0,2,1,0
7085,romantic,5,8,10,4
7086,romantic,1,4,5,2
7087,romantic,1,0,6,0
7088,sad,6,9,6,2
7089,sad,3,8,3,1
7090,happy,8,5,5,1
7091,sad,1,23,8,6
7092,sad,0,31,4,2
7093,romantic,8,7,9,0
7094,sad,3,16,11,3
7095,romantic,0,6,8,4
7096,sad,romantic,4,5,5,0
7097,romantic,3,8,13,6
7098,sad,romantic,0,1,1,0
7099,sad,romantic,0,3,3,0
7100,sad,romantic,0,1,1,0
7101,romantic,1,0,3,0
7102,happy,sad,calm,9,9,1,9
7103,sad,0,1,0,0
7104,romantic,0,1,3,1
7105,romantic,0,7,8,7
7106,romantic,2,1,3,1
7107,romantic,1,5,8,5
7108,romantic,1,4,18,1
7109,romantic,2,2,3,0
7110,romantic,7,8,9,2
7111,romantic,4,5,17,1
7112,sad,4,9,8,0
7113,romantic,0,1,2,1
7114,romantic,0,0,5,0
7115,sad,3,13,8,8
7116,sad,1,35,4,0
7117,sad,1,8,4,4
7118,romantic,4,3,6,2
7119,sad,romantic,2,5,5,1
7120,romantic,4,4,8,0
7121,romantic,6,12,18,4
7122,romantic,0,11,16,0
7123,romantic,3,3,8,0
7124,happy,14,10,10,1
7125,romantic,1,4,11,0
7126,sad,0,4,1,0
7127,sad,3,20,15,10
7128,romantic,1,4,6,2
7129,happy,5,4,0,0
7130,romantic,5,6,8,2
7131,sad,1,5,3,0
7132,happy,7,6,5,2
7133,romantic,1,9,21,1
7134,romantic,0,8,9,6
7135,sad,0,7,4,2
7136,romantic,0,8,70,1
7137,happy,sad,14,14,13,10
7138,happy,45,40,31,39
7139,sad,14,22,14,12
7140,romantic,23,28,32,22
7141,romantic,34,25,37,30
7142,sad,20,73,23,9
7143,romantic,14,9,20,11
7144,sad,romantic,1,3,3,0
7145,romantic,0,3,32,1
7146,romantic,2,5,8,4
7147,romantic,2,2,7,2
7148,sad,romantic,2,7,7,5
7149,sad,0,4,2,2
7150,romantic,4,2,9,1
7151,romantic,3,3,4,2
7152,sad,2,3,0,0
7153,romantic,3,5,9,5
7154,romantic,3,1,14,0
7155,sad,3,9,6,2
7156,sad,2,9,6,4
7157,romantic,0,1,2,1
7158,sad,0,1,0,0
7159,romantic,0,0,1,0
7160,sad,0,12,11,9
7161,sad,4,5,0,2
7162,sad,romantic,3,5,5,2
7163,sad,romantic,0,1,1,0
7164,happy,sad,romantic,calm,0,0,0,0
7165,happy,5,1,4,1
7166,happy,46,45,11,45
7167,romantic,2,5,9,4
7168,happy,1,0,0,0
7169,romantic,3,5,6,4
7170,romantic,1,0,8,0
7171,calm,1,0,1,3
7172,happy,sad,romantic,calm,0,0,0,0
7173,romantic,4,9,16,9
7174,calm,2,2,0,3
7175,happy,10,6,2,2
7176,romantic,2,0,5,2
7177,calm,0,0,0,2
7178,happy,sad,romantic,calm,0,0,0,0
7179,happy,sad,romantic,calm,0,0,0,0
7180,sad,romantic,0,3,3,0
7181,sad,4,7,3,4
7182,romantic,0,0,2,0
7183,romantic,1,3,9,3
7184,romantic,0,0,3,0
7185,happy,sad,2,2,1,1
7186,romantic,7,4,10,0
7187,romantic,3,18,26,17
7188,romantic,3,4,10,0
7189,sad,1,4,3,2
7190,romantic,4,4,20,2
7191,sad,0,4,0,0
7192,romantic,1,1,12,0
7193,sad,4,6,1,1
7194,romantic,2,0,4,0
7195,romantic,10,0,13,0
7196,sad,romantic,0,2,2,0
7197,sad,61,92,17,55
7198,sad,13,41,16,9
7199,sad,19,25,16,17
7200,calm,16,29,10,32
7201,sad,41,49,10,44
7202,romantic,22,20,25,17
7203,happy,sad,34,34,26,27
7204,calm,28,25,13,34
7205,sad,13,18,14,11
7206,romantic,1,3,5,2
7207,romantic,4,10,19,8
7208,romantic,1,5,16,5
7209,happy,9,1,5,0
7210,romantic,8,1,10,0
7211,sad,romantic,0,4,4,0
7212,romantic,1,0,2,1
7213,romantic,1,0,4,0
7214,romantic,1,1,2,0
7215,happy,8,5,6,2
7216,romantic,1,3,7,3
7217,happy,6,4,4,1
7218,romantic,1,1,3,0
7219,romantic,12,8,19,3
7220,romantic,1,0,2,1
7221,romantic,1,1,3,1
7222,romantic,6,1,7,0
7223,happy,2,1,1,0
7224,romantic,3,0,5,1
7225,romantic,2,0,4,3
7226,sad,2,3,2,0
7227,romantic,1,0,2,0
7228,sad,romantic,1,2,2,0
7229,romantic,2,3,7,1
7230,romantic,2,3,7,2
7231,romantic,0,1,4,0
7232,happy,romantic,4,0,4,0
7233,romantic,1,3,4,0
7234,sad,0,4,0,0
7235,happy,romantic,2,0,2,0
7236,happy,romantic,3,1,3,0
7237,romantic,1,4,8,1
7238,romantic,6,4,7,2
7239,romantic,3,2,6,2
7240,happy,2,1,0,0
7241,sad,0,2,1,0
7242,romantic,0,5,7,6
7243,happy,2,1,0,0
7244,romantic,1,3,5,2
7245,romantic,2,1,10,0
7246,sad,0,12,7,6
7247,romantic,2,5,7,4
7248,romantic,0,0,2,0
7249,romantic,6,10,11,10
7250,romantic,3,3,22,3
7251,romantic,7,0,11,0
7252,sad,0,3,0,0
7253,romantic,1,1,5,0
7254,sad,romantic,2,7,7,2
7255,romantic,2,0,3,2
7256,romantic,13,1,14,0
7257,sad,romantic,3,15,15,11
7258,sad,1,8,1,0
7259,romantic,3,4,22,2
7260,sad,1,25,22,0
7261,romantic,1,3,27,0
7262,happy,1,0,0,0
7263,sad,4,5,4,3
7264,sad,1,23,11,11
7265,sad,romantic,calm,0,2,2,2
7266,sad,1,4,3,1
7267,happy,romantic,4,2,4,2
7268,happy,2,1,0,0
7269,romantic,3,1,7,1
7270,happy,sad,5,5,3,2
7271,sad,romantic,0,2,2,1
7272,happy,3,2,2,1
7273,romantic,0,1,4,1
7274,happy,sad,2,2,0,0
7275,sad,romantic,2,3,3,0
7276,romantic,6,5,9,5
7277,happy,calm,1,0,0,1
7278,romantic,2,1,4,2
7279,romantic,2,4,5,2
7280,romantic,1,2,4,0
7281,romantic,3,6,17,8
7282,romantic,0,0,1,0
7283,romantic,3,4,7,4
7284,romantic,0,1,2,1
7285,happy,7,5,5,1
7286,romantic,0,2,3,2
7287,happy,sad,romantic,2,2,2,0
7288,romantic,3,4,7,2
7289,romantic,0,0,2,0
7290,romantic,1,0,2,1
7291,sad,romantic,1,6,6,0
7292,romantic,8,3,10,1
7293,romantic,0,5,7,1
7294,romantic,2,6,11,3
7295,sad,10,16,11,7
7296,sad,5,8,3,7
7297,sad,3,10,9,3
7298,romantic,6,6,12,1
7299,romantic,0,3,29,1
7300,happy,sad,romantic,2,2,2,0
7301,sad,5,14,10,6
7302,sad,4,13,6,2
7303,happy,sad,romantic,calm,0,0,0,0
7304,romantic,2,1,10,1
7305,romantic,2,7,12,1
7306,sad,3,13,9,4
7307,romantic,1,0,2,0
7308,romantic,3,2,9,2
7309,sad,4,5,4,3
7310,romantic,1,1,4,0
7311,romantic,0,11,14,7
7312,sad,3,10,0,0
7313,romantic,0,0,13,0
7314,happy,sad,romantic,2,2,2,1
7315,sad,1,6,1,0
7316,sad,33,60,46,13
7317,romantic,67,85,111,52
7318,sad,53,75,65,34
7319,romantic,63,81,91,15
7320,romantic,16,27,30,11
7321,romantic,55,72,76,24
7322,sad,42,69,37,26
7323,romantic,44,60,65,19
7324,romantic,30,41,60,20
7325,romantic,45,76,82,9
7326,romantic,0,0,2,0
7327,romantic,0,1,4,0
7328,romantic,2,2,17,1
7329,romantic,2,0,12,1
7330,romantic,3,0,15,0
7331,romantic,0,1,10,0
7332,romantic,1,3,6,1
7333,romantic,2,0,4,0
7334,romantic,0,7,10,4
7335,romantic,0,1,2,0
7336,sad,2,4,3,2
7337,romantic,8,11,21,3
7338,romantic,20,17,26,21
7339,romantic,13,9,14,2
7340,sad,8,10,7,2
7341,romantic,0,3,6,0
7342,sad,6,14,11,2
7343,romantic,2,4,47,1
7344,romantic,1,0,8,0
7345,romantic,4,3,9,2
7346,romantic,1,8,12,5
7347,romantic,2,3,10,2
7348,romantic,5,0,12,0
7349,romantic,1,6,13,4
7350,sad,1,4,2,2
7351,romantic,5,6,10,4
7352,romantic,0,1,5,0
7353,romantic,0,2,5,0
7354,romantic,7,2,8,0
7355,sad,2,4,2,2
7356,sad,1,5,3,0
7357,sad,romantic,0,7,7,3
7358,romantic,1,4,6,3
7359,romantic,2,7,11,3
7360,romantic,0,2,5,0
7361,happy,2,1,1,0
7362,romantic,1,8,12,7
7363,romantic,0,0,2,0
7364,sad,romantic,2,3,3,1
7365,romantic,2,3,6,0
7366,sad,0,8,6,6
7367,sad,romantic,1,4,4,1
7368,romantic,0,4,5,1
7369,romantic,0,0,4,0
7370,sad,1,3,1,1
7371,sad,3,8,7,4
7372,romantic,3,1,7,0
7373,sad,0,6,5,0
7374,romantic,0,0,10,0
7375,romantic,1,0,7,1
7376,romantic,2,1,4,0
7377,romantic,1,10,15,8
7378,romantic,3,2,6,0
7379,happy,5,1,4,1
7380,sad,1,10,4,3
7381,happy,sad,romantic,calm,0,0,0,0
7382,romantic,0,3,7,0
7383,romantic,5,3,8,4
7384,romantic,3,2,6,2
7385,happy,romantic,7,2,7,3
7386,romantic,1,8,12,7
7387,romantic,1,5,7,0
7388,sad,2,22,0,1
7389,sad,romantic,calm,2,9,9,9
7390,happy,romantic,4,0,4,1
7391,sad,0,3,2,1
7392,romantic,6,4,10,3
7393,romantic,0,5,18,4
7394,sad,calm,3,4,3,4
7395,romantic,4,3,9,2
7396,romantic,3,4,13,2
7397,happy,7,3,6,6
7398,happy,7,3,3,1
7399,sad,3,14,13,11
7400,romantic,11,1,12,0
7401,romantic,7,27,35,28
7402,sad,4,13,5,6
7403,romantic,1,3,20,3
7404,happy,7,1,5,1
7405,happy,romantic,1,0,1,0
7406,romantic,4,9,27,3
7407,happy,romantic,7,1,7,2
7408,romantic,2,5,8,3
7409,romantic,0,0,8,0
7410,romantic,3,1,4,1
7411,calm,1,0,1,7
7412,romantic,2,3,5,3
7413,happy,5,0,0,2
7414,romantic,11,9,20,7
7415,romantic,12,6,17,6
7416,romantic,11,1,13,1
7417,romantic,11,0,12,0
7418,romantic,4,4,9,2
7419,romantic,0,3,4,3
7420,romantic,3,6,10,6
7421,sad,romantic,5,8,8,4
7422,sad,romantic,6,9,9,3
7423,sad,1,6,5,2
7424,romantic,2,4,8,3
7425,happy,romantic,5,0,5,0
7426,romantic,3,0,5,0
7427,happy,romantic,5,1,5,1
7428,calm,1,0,0,4
7429,romantic,0,4,19,4
7430,romantic,0,9,10,9
7431,romantic,0,12,13,12
7432,happy,7,0,5,3
7433,happy,6,0,4,0
7434,romantic,0,0,2,0
7435,happy,romantic,2,0,2,1
7436,romantic,1,4,6,4
7437,sad,0,8,5,3
7438,happy,romantic,4,0,4,0
7439,sad,0,6,0,0
7440,sad,0,1,0,0
7441,happy,romantic,4,3,4,0
7442,romantic,3,28,42,0
7443,sad,romantic,0,4,4,2
7444,sad,0,17,3,0
7445,happy,sad,2,2,1,0
7446,romantic,4,0,6,1
7447,happy,4,3,3,1
7448,romantic,3,2,4,0
7449,romantic,7,4,11,7
7450,romantic,2,2,4,0
7451,sad,romantic,0,5,5,0
7452,romantic,0,3,5,0
7453,sad,romantic,0,1,1,0
7454,romantic,0,3,6,0
7455,sad,romantic,0,4,4,0
7456,sad,romantic,0,3,3,0
7457,happy,sad,romantic,calm,0,0,0,0
7458,sad,romantic,0,1,1,0
7459,sad,romantic,0,1,1,0
7460,sad,romantic,0,1,1,0
7461,sad,romantic,0,1,1,0
7462,happy,sad,romantic,calm,0,0,0,0
7463,happy,sad,romantic,calm,0,0,0,0
7464,romantic,0,4,6,0
7465,romantic,0,0,3,0
7466,happy,sad,romantic,calm,0,0,0,0
7467,sad,romantic,0,1,1,0
7468,happy,sad,romantic,calm,0,0,0,0
7469,sad,0,2,1,0
7470,romantic,7,9,15,3
7471,romantic,2,2,4,0
7472,romantic,3,8,22,4
7473,romantic,2,17,34,14
7474,romantic,1,1,6,1
7475,sad,8,16,12,14
7476,romantic,2,4,5,4
7477,sad,romantic,0,1,1,0
7478,romantic,4,0,6,0
7479,romantic,8,0,12,3
7480,happy,4,2,3,0
7481,sad,0,10,1,0
7482,sad,1,2,0,0
7483,romantic,1,10,14,6
7484,romantic,0,0,11,0
7485,romantic,9,3,15,0
7486,sad,romantic,0,2,2,1
7487,romantic,2,15,20,8
7488,romantic,8,0,11,1
7489,sad,0,8,3,1
7490,romantic,1,8,9,6
7491,romantic,2,4,6,1
7492,romantic,3,2,4,1
7493,sad,0,9,7,3
7494,romantic,2,6,11,5
7495,happy,15,0,7,8
7496,romantic,1,1,7,1
7497,romantic,1,2,3,2
7498,romantic,3,9,12,5
7499,romantic,2,2,4,1
7500,romantic,1,1,5,1
7501,romantic,1,0,5,0
7502,romantic,2,5,12,0
7503,romantic,1,2,4,0
7504,sad,0,4,3,2
7505,romantic,1,1,9,0
7506,romantic,0,0,1,0
7507,romantic,0,1,3,0
7508,happy,sad,romantic,calm,0,0,0,0
7509,calm,1,0,1,5
7510,happy,4,2,2,1
7511,happy,18,16,17,16
7512,sad,1,9,1,1
7513,romantic,1,4,7,4
7514,sad,romantic,1,4,4,1
7515,happy,3,1,0,0
7516,sad,0,13,1,0
7517,sad,romantic,1,3,3,2
7518,sad,3,11,4,1
7519,sad,0,7,6,5
7520,happy,3,0,0,0
7521,romantic,1,11,12,8
7522,sad,1,8,5,3
7523,sad,0,2,1,1
7524,happy,18,4,12,8
7525,sad,44,51,30,24
7526,happy,sad,romantic,22,22,22,4
7527,sad,19,31,19,13
7528,happy,18,11,1,13
7529,happy,32,25,25,11
7530,happy,36,35,12,22
7531,sad,12,25,24,13
7532,sad,16,22,15,14
7533,sad,5,12,11,4
7534,happy,21,9,18,15
7535,sad,16,23,5,22
7536,happy,32,22,16,20
7537,happy,sad,11,11,4,5
7538,sad,20,21,8,18
7539,romantic,11,10,15,8
7540,sad,8,10,9,3
7541,sad,34,39,31,33
7542,happy,20,18,16,15
7543,happy,26,10,9,6
7544,happy,34,26,21,14
7545,happy,30,27,13,18
7546,romantic,0,6,11,6
7547,happy,28,25,16,15
7548,sad,28,33,8,23
7549,romantic,11,83,154,3
7550,sad,35,37,14,26
7551,happy,sad,28,28,21,11
7552,happy,75,68,52,46
7553,happy,5,0,0,0
7554,sad,0,4,3,0
7555,romantic,0,0,3,0
7556,happy,11,0,10,4
7557,romantic,2,0,4,0
7558,happy,26,19,17,15
7559,happy,39,32,29,12
7560,happy,51,27,14,12
7561,happy,28,24,16,11
7562,happy,27,26,13,11
7563,happy,27,25,15,23
7564,happy,19,8,15,12
7565,happy,53,17,17,16
7566,happy,12,7,9,6
7567,happy,36,33,11,16
7568,happy,45,31,15,16
7569,happy,21,12,13,3
7570,happy,34,29,16,23
7571,happy,40,39,30,19
7572,happy,73,70,50,29
7573,sad,44,46,37,20
7574,happy,35,26,21,9
7575,happy,sad,74,74,15,49
7576,happy,129,124,60,68
7577,romantic,52,48,53,16
7578,sad,28,33,27,15
7579,happy,22,21,21,16
7580,happy,20,14,8,11
7581,happy,48,46,15,27
7582,happy,22,18,10,15
7583,sad,40,45,27,22
7584,happy,25,21,16,12
7585,happy,37,27,6,15
7586,sad,34,42,28,15
7587,happy,sad,16,16,15,6
7588,happy,17,13,8,3
7589,happy,42,35,23,14
7590,happy,36,29,19,20
7591,romantic,43,45,46,16
7592,sad,17,18,7,10
7593,happy,72,36,9,42
7594,sad,18,24,14,14
7595,happy,44,36,38,17
7596,sad,28,33,17,17
7597,happy,25,12,5,11
7598,happy,34,23,15,9
7599,happy,26,23,20,8
7600,sad,2,3,1,2
7601,romantic,2,4,19,4
7602,sad,28,39,28,15
7603,sad,1,2,1,0
7604,happy,9,8,8,5
7605,sad,9,17,6,12
7606,sad,5,6,2,2
7607,sad,54,61,26,33
7608,happy,21,16,15,13
7609,sad,20,22,16,10
7610,happy,sad,17,17,4,12
7611,romantic,3,0,7,0
7612,sad,romantic,0,15,15,13
7613,romantic,1,2,4,1
7614,happy,sad,romantic,calm,0,0,0,0
7615,romantic,0,0,3,0
7616,romantic,1,0,5,0
7617,happy,sad,romantic,1,1,1,0
7618,sad,0,2,0,0
7619,romantic,3,4,10,3
7620,romantic,1,0,3,1
7621,happy,sad,16,16,0,0
7622,happy,6,4,1,1
7623,happy,16,6,14,1
7624,romantic,0,0,3,2
7625,romantic,5,9,11,6
7626,happy,11,1,1,1
7627,romantic,2,2,3,2
7628,happy,4,1,2,0
7629,romantic,0,0,1,0
7630,romantic,3,3,5,3
